Date,Unit,Profit,HR,SOx,NOx,Gen,Ash Util,Coal Ash %,Biomass,Solar,Vacuum,MS Temp,FG Temp,Spray
2024-04-01,1,,2315.850067,,,8.402,,,,,,,,
2024-04-01,2,,2299.249559,,,8.426,,,,,,,,
2024-04-01,3,,2307.170191,,,8.422,,,,,,,,
2024-04-02,1,,2329.103153,,,7.286,,,,,,,,
2024-04-02,2,,2298.755051,,,8.462,,,,,,,,
2024-04-02,3,,2308.357786,,,8.436,,,,,,,,
2024-04-03,1,,2318.196088,,,8.4,,,,,,,,
2024-04-03,2,,2300.671884,,,8.432,,,,,,,,
2024-04-03,3,,2310.236748,,,8.476,,,,,,,,
2024-04-04,1,,2318.716119,,,8.444,,,,,,,,
2024-04-04,2,,2303.122825,,,8.464,,,,,,,,
2024-04-04,3,,2309.707321,,,8.48,,,,,,,,
2024-04-05,1,,2318.389919,,,8.401,,,,,,,,
2024-04-05,2,,2304.202196,,,8.469,,,,,,,,
2024-04-05,3,,2309.315397,,,8.478,,,,,,,,
2024-04-06,1,,2320.730192,,,8.416,,,,,,,,
2024-04-06,2,,2303.851189,,,8.49,,,,,,,,
2024-04-06,3,,2310.768079,,,8.448,,,,,,,,
2024-04-07,1,,2322.690422,,,8.098,,,,,,,,
2024-04-07,2,,2304.381843,,,8.266,,,,,,,,
2024-04-07,3,,2312.556039,,,8.12,,,,,,,,
2024-04-08,1,,2320.295662,,,8.254,,,,,,,,
2024-04-08,2,,2303.364745,,,8.36,,,,,,,,
2024-04-08,3,,2343.136088,,,6.074,,,,,,,,
2024-04-09,1,,2322.078861,,,8.236,,,,,,,,
2024-04-09,2,,2305.298645,,,8.302,,,,,,,,
2024-04-09,3,,2310.954167,,,8.316,,,,,,,,
2024-04-10,1,,2328.179917,,,7.79,,,,,,,,
2024-04-10,2,,2309.270388,,,7.868,,,,,,,,
2024-04-10,3,,2308.630638,,,8.462,,,,,,,,
2024-04-11,1,,2326.350699,,,7.788,,,,,,,,
2024-04-11,2,,2308.559298,,,7.918,,,,,,,,
2024-04-11,3,,2313.184971,,,8.314,,,,,,,,
2024-04-12,1,,2328.824207,,,7.736,,,,,,,,
2024-04-12,2,,2309.921051,,,7.882,,,,,,,,
2024-04-12,3,,2309.80938,,,8.452,,,,,,,,
2024-04-13,1,,2322.7785,,,8.202,,,,,,,,
2024-04-13,2,,2305.876228,,,8.262,,,,,,,,
2024-04-13,3,,2308.684429,,,8.464,,,,,,,,
2024-04-14,1,,2324.726017,,,8.07,,,,,,,,
2024-04-14,2,,2306.468225,,,8.274,,,,,,,,
2024-04-14,3,,2310.951666,,,8.4,,,,,,,,
2024-04-15,1,,2319.903558,,,8.328,,,,,,,,
2024-04-15,2,,2259.341242,,,8.482,,,,,,,,
2024-04-15,3,,2315.139845,,,7.94,,,,,,,,
2024-04-16,1,,2325.624209,,,8.122,,,,,,,,
2024-04-16,2,,2318.902102,,,8.356,,,,,,,,
2024-04-16,3,,2312.415903,,,8.486,,,,,,,,
2024-04-17,1,,2324.8126,,,8.168,,,,,,,,
2024-04-17,2,,2254.288118,,,2.764,,,,,,,,
2024-04-17,3,,2311.522292,,,8.47,,,,,,,,
2024-04-18,1,,2323.155822,,,8.372,,,,,,,,
2024-04-18,2,,0.0,,,0.0,,,,,,,,
2024-04-18,3,,2312.201311,,,8.462,,,,,,,,
2024-04-19,1,,2335.292963,,,7.292,,,,,,,,
2024-04-19,2,,2631.296762,,,1.304,,,,,,,,
2024-04-19,3,,2311.149945,,,8.446,,,,,,,,
2024-04-20,1,,2342.57594,,,6.494,,,,,,,,
2024-04-20,2,,2311.982393,,,7.698,,,,,,,,
2024-04-20,3,,2309.70295,,,8.466,,,,,,,,
2024-04-21,1,,2327.573737,,,7.766,,,,,,,,
2024-04-21,2,,2315.552449,,,7.626,,,,,,,,
2024-04-21,3,,2311.41057,,,8.468,,,,,,,,
2024-04-22,1,,2331.963611,,,7.95,,,,,,,,
2024-04-22,2,,2310.329905,,,8.4,,,,,,,,
2024-04-22,3,,2312.22787,,,8.486,,,,,,,,
2024-04-23,1,,2329.748325,,,8.142,,,,,,,,
2024-04-23,2,,2312.407105,,,8.401,,,,,,,,
2024-04-23,3,,2361.624294,,,4.622,,,,,,,,
2024-04-24,1,,2327.839838,,,8.272,,,,,,,,
2024-04-24,2,,2313.125843,,,8.362,,,,,,,,
2024-04-24,3,,2371.198179,,,3.866,,,,,,,,
2024-04-25,1,,2325.953624,,,8.352,,,,,,,,
2024-04-25,2,,2310.033589,,,8.401,,,,,,,,
2024-04-25,3,,2282.429144,,,0.36,,,,,,,,
2024-04-26,1,,2328.111654,,,8.482,,,,,,,,
2024-04-26,2,,2311.46377,,,8.513,,,,,,,,
2024-04-26,3,,0.0,,,0.0,,,,,,,,
2024-04-27,1,,2325.245693,,,8.502,,,,,,,,
2024-04-27,2,,2311.374697,,,8.536,,,,,,,,
2024-04-27,3,,0.0,,,0.0,,,,,,,,
2024-04-28,1,,2332.926584,,,8.33,,,,,,,,
2024-04-28,2,,2310.267222,,,8.338,,,,,,,,
2024-04-28,3,,0.0,,,0.0,,,,,,,,
2024-04-29,1,,2334.133939,,,8.482,,,,,,,,
2024-04-29,2,,2314.025579,,,8.502,,,,,,,,
2024-04-29,3,,0.0,,,0.0,,,,,,,,
2024-04-30,1,,2335.216666,,,8.452,,,,,,,,
2024-04-30,2,,2313.814061,,,8.504,,,,,,,,
2024-04-30,3,,0.0,,,0.0,,,,,,,,
2024-05-01,1,,2339.280108,,,8.076,,,,,,,,
2024-05-01,2,,2314.291834,,,8.234,,,,,,,,
2024-05-01,3,,0.0,,,0.0,,,,,,,,
2024-05-02,1,,2341.020345,,,8.14,,,,,,,,
2024-05-02,2,,2315.251447,,,8.216,,,,,,,,
2024-05-02,3,,2349.293287,,,1.982,,,,,,,,
2024-05-03,1,,2337.567306,,,8.448,,,,,,,,
2024-05-03,2,,2312.079203,,,8.486,,,,,,,,
2024-05-03,3,,2323.360657,,,8.434,,,,,,,,
2024-05-04,1,,2337.345253,,,8.458,,,,,,,,
2024-05-04,2,,2315.152451,,,8.5,,,,,,,,
2024-05-04,3,,2321.188301,,,8.404,,,,,,,,
2024-05-05,1,,2338.065867,,,8.434,,,,,,,,
2024-05-05,2,,2315.585541,,,8.442,,,,,,,,
2024-05-05,3,,2319.795515,,,8.432,,,,,,,,
2024-05-06,1,,2340.967147,,,8.446,,,,,,,,
2024-05-06,2,,2312.092519,,,8.486,,,,,,,,
2024-05-06,3,,2322.613651,,,7.992,,,,,,,,
2024-05-07,1,,2352.010204,,,7.316,,,,,,,,
2024-05-07,2,,2313.614744,,,8.464,,,,,,,,
2024-05-07,3,,2324.61429,,,7.896,,,,,,,,
2024-05-08,1,,2346.883568,,,7.64,,,,,,,,
2024-05-08,2,,2317.248979,,,8.188,,,,,,,,
2024-05-08,3,,2320.263975,,,8.434,,,,,,,,
2024-05-09,1,,2344.892644,,,8.032,,,,,,,,
2024-05-09,2,,2313.493095,,,8.4,,,,,,,,
2024-05-09,3,,2317.922965,,,8.442,,,,,,,,
2024-05-10,1,,2339.672855,,,8.46,,,,,,,,
2024-05-10,2,,2313.652392,,,8.406,,,,,,,,
2024-05-10,3,,2323.923087,,,8.182,,,,,,,,
2024-05-11,1,,2351.803036,,,7.246,,,,,,,,
2024-05-11,2,,2330.328578,,,7.524,,,,,,,,
2024-05-11,3,,2318.280461,,,8.47,,,,,,,,
2024-05-12,1,,2341.933901,,,8.403,,,,,,,,
2024-05-12,2,,2335.011698,,,3.052,,,,,,,,
2024-05-12,3,,2327.26324,,,7.95,,,,,,,,
2024-05-13,1,,2340.738831,,,8.45,,,,,,,,
2024-05-13,2,,0.0,,,0.0,,,,,,,,
2024-05-13,3,,2320.324289,,,8.436,,,,,,,,
2024-05-14,1,,2338.679771,,,8.46,,,,,,,,
2024-05-14,2,,0.0,,,0.0,,,,,,,,
2024-05-14,3,,2320.747201,,,8.442,,,,,,,,
2024-05-15,1,,2339.295132,,,8.401,,,,,,,,
2024-05-15,2,,2340.0776,,,2.126,,,,,,,,
2024-05-15,3,,2319.240695,,,8.44,,,,,,,,
2024-05-16,1,,2340.234058,,,8.46,,,,,,,,
2024-05-16,2,,2319.618204,,,8.458,,,,,,,,
2024-05-16,3,,2320.936907,,,8.466,,,,,,,,
2024-05-17,1,,2342.103956,,,8.415,,,,,,,,
2024-05-17,2,,2322.528603,,,8.446,,,,,,,,
2024-05-17,3,,2321.324276,,,8.45,,,,,,,,
2024-05-18,1,,2337.819341,,,8.46,,,,,,,,
2024-05-18,2,,2321.474932,,,8.422,,,,,,,,
2024-05-18,3,,2321.199986,,,8.444,,,,,,,,
2024-05-19,1,,2341.298444,,,8.404,,,,,,,,
2024-05-19,2,,2320.816827,,,8.458,,,,,,,,
2024-05-19,3,,2321.345318,,,8.446,,,,,,,,
2024-05-20,1,,2340.742581,,,8.43,,,,,,,,
2024-05-20,2,,2329.492218,,,7.622,,,,,,,,
2024-05-20,3,,2321.290294,,,8.454,,,,,,,,
2024-05-21,1,,2348.748393,,,7.626,,,,,,,,
2024-05-21,2,,2319.038883,,,8.5,,,,,,,,
2024-05-21,3,,2320.22792,,,8.448,,,,,,,,
2024-05-22,1,,2341.919277,,,8.454,,,,,,,,
2024-05-22,2,,2321.193034,,,8.456,,,,,,,,
2024-05-22,3,,2318.211321,,,8.468,,,,,,,,
2024-05-23,1,,2342.199038,,,8.498,,,,,,,,
2024-05-23,2,,2322.753285,,,8.406,,,,,,,,
2024-05-23,3,,2322.086844,,,8.324,,,,,,,,
2024-05-24,1,,2344.079447,,,8.548,,,,,,,,
2024-05-24,2,,2319.747603,,,8.442,,,,,,,,
2024-05-24,3,,2318.601376,,,8.464,,,,,,,,
2024-05-25,1,,2344.406195,,,8.446,,,,,,,,
2024-05-25,2,,2321.202542,,,8.486,,,,,,,,
2024-05-25,3,,2319.167669,,,8.43,,,,,,,,
2024-05-26,1,,2344.842551,,,8.282,,,,,,,,
2024-05-26,2,,2322.990864,,,8.342,,,,,,,,
2024-05-26,3,,2325.775106,,,7.768,,,,,,,,
2024-05-27,1,,2342.749844,,,8.417,,,,,,,,
2024-05-27,2,,2320.874323,,,8.409,,,,,,,,
2024-05-27,3,,2321.760265,,,8.458,,,,,,,,
2024-05-28,1,,2351.853854,,,8.302,,,,,,,,
2024-05-28,2,,2318.68634,,,8.49,,,,,,,,
2024-05-28,3,,2320.490214,,,8.454,,,,,,,,
2024-05-29,1,,2347.100919,,,8.462,,,,,,,,
2024-05-29,2,,2320.389281,,,8.44,,,,,,,,
2024-05-29,3,,2322.860552,,,7.988,,,,,,,,
2024-05-30,1,,2348.724456,,,8.484,,,,,,,,
2024-05-30,2,,2318.252629,,,8.428,,,,,,,,
2024-05-30,3,,2319.474193,,,8.436,,,,,,,,
2024-05-31,1,,2351.09678,,,8.49,,,,,,,,
2024-05-31,2,,2318.337625,,,8.45,,,,,,,,
2024-05-31,3,,2320.592888,,,8.462,,,,,,,,
2024-06-01,1,,2339.475615,,,8.496,,,,,,,,
2024-06-01,2,,2319.329439,,,8.454,,,,,,,,
2024-06-01,3,,2322.945663,,,8.188,,,,,,,,
2024-06-02,1,,2343.192,,,8.458,,,,,,,,
2024-06-02,2,,2320.172885,,,8.476,,,,,,,,
2024-06-02,3,,2325.596596,,,7.89,,,,,,,,
2024-06-03,1,,2342.058744,,,8.444,,,,,,,,
2024-06-03,2,,2325.172807,,,5.966,,,,,,,,
2024-06-03,3,,2321.396584,,,8.358,,,,,,,,
2024-06-04,1,,2343.852768,,,8.082,,,,,,,,
2024-06-04,2,,2328.523599,,,6.888,,,,,,,,
2024-06-04,3,,2320.506087,,,8.43,,,,,,,,
2024-06-05,1,,2342.061802,,,8.413,,,,,,,,
2024-06-05,2,,2320.91077,,,8.495,,,,,,,,
2024-06-05,3,,2322.986264,,,8.22,,,,,,,,
2024-06-06,1,,2349.417545,,,7.89,,,,,,,,
2024-06-06,2,,2322.901552,,,8.14,,,,,,,,
2024-06-06,3,,2322.006736,,,8.1,,,,,,,,
2024-06-07,1,,2342.828947,,,8.401,,,,,,,,
2024-06-07,2,,2319.166543,,,8.519,,,,,,,,
2024-06-07,3,,2319.645679,,,8.452,,,,,,,,
2024-06-08,1,,2340.381061,,,8.4,,,,,,,,
2024-06-08,2,,2318.788296,,,8.546,,,,,,,,
2024-06-08,3,,2319.559082,,,8.462,,,,,,,,
2024-06-09,1,,2341.983669,,,8.402,,,,,,,,
2024-06-09,2,,2320.645299,,,8.432,,,,,,,,
2024-06-09,3,,2324.202631,,,8.072,,,,,,,,
2024-06-10,1,,2353.549462,,,7.46,,,,,,,,
2024-06-10,2,,2321.213516,,,8.494,,,,,,,,
2024-06-10,3,,2320.842904,,,8.444,,,,,,,,
2024-06-11,1,,2341.856666,,,8.41,,,,,,,,
2024-06-11,2,,2319.490482,,,8.514,,,,,,,,
2024-06-11,3,,2318.873069,,,8.442,,,,,,,,
2024-06-12,1,,2340.746753,,,8.414,,,,,,,,
2024-06-12,2,,2318.838275,,,8.54,,,,,,,,
2024-06-12,3,,2320.935422,,,8.406,,,,,,,,
2024-06-13,1,,2343.084385,,,8.438,,,,,,,,
2024-06-13,2,,2322.028847,,,8.48,,,,,,,,
2024-06-13,3,,2319.052648,,,8.448,,,,,,,,
2024-06-14,1,,2342.107869,,,8.458,,,,,,,,
2024-06-14,2,,2319.46907,,,8.456,,,,,,,,
2024-06-14,3,,2322.492968,,,8.232,,,,,,,,
2024-06-15,1,,2342.697771,,,8.416,,,,,,,,
2024-06-15,2,,2317.588576,,,8.514,,,,,,,,
2024-06-15,3,,2319.526632,,,8.472,,,,,,,,
2024-06-16,1,,2340.27782,,,8.442,,,,,,,,
2024-06-16,2,,2322.940937,,,8.462,,,,,,,,
2024-06-16,3,,2321.927843,,,8.186,,,,,,,,
2024-06-17,1,,2343.695077,,,8.432,,,,,,,,
2024-06-17,2,,2319.751939,,,8.482,,,,,,,,
2024-06-17,3,,2318.855289,,,8.466,,,,,,,,
2024-06-18,1,,2343.1132,,,8.418,,,,,,,,
2024-06-18,2,,2321.239404,,,8.404,,,,,,,,
2024-06-18,3,,2322.046609,,,8.174,,,,,,,,
2024-06-19,1,,2344.078213,,,8.401,,,,,,,,
2024-06-19,2,,2320.285352,,,8.447,,,,,,,,
2024-06-19,3,,2322.255913,,,8.39,,,,,,,,
2024-06-20,1,,2351.107384,,,7.831,,,,,,,,
2024-06-20,2,,2328.711028,,,7.847,,,,,,,,
2024-06-20,3,,2324.948742,,,6.406,,,,,,,,
2024-06-21,1,,2343.089957,,,8.403,,,,,,,,
2024-06-21,2,,2322.553672,,,8.477,,,,,,,,
2024-06-21,3,,2333.396827,,,6.204,,,,,,,,
2024-06-22,1,,2344.827486,,,8.45,,,,,,,,
2024-06-22,2,,2319.929528,,,8.472,,,,,,,,
2024-06-22,3,,2325.755107,,,7.96,,,,,,,,
2024-06-23,1,,2344.196422,,,8.442,,,,,,,,
2024-06-23,2,,2319.878297,,,8.477401,,,,,,,,
2024-06-23,3,,2332.174099,,,7.902,,,,,,,,
2024-06-24,1,,2341.116841,,,8.492,,,,,,,,
2024-06-24,2,,2320.970291,,,8.409674,,,,,,,,
2024-06-24,3,,2320.759902,,,8.25,,,,,,,,
2024-06-25,1,,2343.930278,,,8.51,,,,,,,,
2024-06-25,2,,2321.228423,,,8.4287,,,,,,,,
2024-06-25,3,,2323.501138,,,8.192,,,,,,,,
2024-06-26,1,,2344.333506,,,8.401,,,,,,,,
2024-06-26,2,,2322.124619,,,8.473,,,,,,,,
2024-06-26,3,,2332.146381,,,8.066,,,,,,,,
2024-06-27,1,,2344.590315,,,8.442,,,,,,,,
2024-06-27,2,,2322.150068,,,8.4615,,,,,,,,
2024-06-27,3,,2344.308086,,,8.114,,,,,,,,
2024-06-28,1,,2347.579386,,,8.148,,,,,,,,
2024-06-28,2,,2344.427786,,,5.9725,,,,,,,,
2024-06-28,3,,2331.190814,,,7.812,,,,,,,,
2024-06-29,1,,2343.931016,,,8.43,,,,,,,,
2024-06-29,2,,2369.825774,,,2.4504,,,,,,,,
2024-06-29,3,,2336.19778,,,7.526,,,,,,,,
2024-06-30,1,,2348.77696,,,7.91,,,,,,,,
2024-06-30,2,,2603.747817,,,0.6583,,,,,,,,
2024-06-30,3,,2329.860728,,,7.496,,,,,,,,
2024-07-01,1,,2349.544248,,,8.136,,,,,,,,
2024-07-01,2,,2324.891881,,,8.1913,,,,,,,,
2024-07-01,3,,2325.165984,,,8.212,,,,,,,,
2024-07-02,1,,2348.362164,,,8.024,,,,,,,,
2024-07-02,2,,2328.728404,,,7.680946,,,,,,,,
2024-07-02,3,,2329.164767,,,7.634,,,,,,,,
2024-07-03,1,,2350.111194,,,8.022,,,,,,,,
2024-07-03,2,,2326.072071,,,8.105844,,,,,,,,
2024-07-03,3,,2320.312112,,,8.372,,,,,,,,
2024-07-04,1,,2355.000398,,,7.532,,,,,,,,
2024-07-04,2,,2332.203755,,,7.5188,,,,,,,,
2024-07-04,3,,2324.078628,,,8.204,,,,,,,,
2024-07-05,1,,2345.755761,,,8.28,,,,,,,,
2024-07-05,2,,2320.911774,,,8.3493,,,,,,,,
2024-07-05,3,,2328.43714,,,8.114,,,,,,,,
2024-07-06,1,,2561.766222,,,0.974,,,,,,,,
2024-07-06,2,,2332.068224,,,7.5868,,,,,,,,
2024-07-06,3,,2326.00893,,,8.136,,,,,,,,
2024-07-07,1,,0.0,,,0.0,,,,,,,,
2024-07-07,2,,2335.511373,,,7.2993,,,,,,,,
2024-07-07,3,,2328.085593,,,7.974,,,,,,,,
2024-07-08,1,,0.0,,,0.0,,,,,,,,
2024-07-08,2,,2324.178704,,,8.5139,,,,,,,,
2024-07-08,3,,2321.612111,,,8.386,,,,,,,,
2024-07-09,1,,0.0,,,0.0,,,,,,,,
2024-07-09,2,,2322.770095,,,8.5076,,,,,,,,
2024-07-09,3,,2320.644914,,,8.401,,,,,,,,
2024-07-10,1,,0.0,,,0.0,,,,,,,,
2024-07-10,2,,2321.012466,,,8.4864,,,,,,,,
2024-07-10,3,,2322.467265,,,8.332,,,,,,,,
2024-07-11,1,,0.0,,,0.0,,,,,,,,
2024-07-11,2,,2319.860796,,,8.501891,,,,,,,,
2024-07-11,3,,2322.298221,,,8.34,,,,,,,,
2024-07-12,1,,0.0,,,0.0,,,,,,,,
2024-07-12,2,,2321.104543,,,8.268016,,,,,,,,
2024-07-12,3,,2324.576119,,,8.144,,,,,,,,
2024-07-13,1,,0.0,,,0.0,,,,,,,,
2024-07-13,2,,2322.277723,,,8.4582,,,,,,,,
2024-07-13,3,,2323.077771,,,8.222,,,,,,,,
2024-07-14,1,,0.0,,,0.0,,,,,,,,
2024-07-14,2,,2321.666035,,,8.474,,,,,,,,
2024-07-14,3,,2321.320028,,,8.302,,,,,,,,
2024-07-15,1,,0.0,,,0.0,,,,,,,,
2024-07-15,2,,2321.439438,,,8.4557,,,,,,,,
2024-07-15,3,,2319.840316,,,8.366,,,,,,,,
2024-07-16,1,,0.0,,,0.0,,,,,,,,
2024-07-16,2,,2320.362424,,,8.4796,,,,,,,,
2024-07-16,3,,2321.249729,,,8.36,,,,,,,,
2024-07-17,1,,0.0,,,0.0,,,,,,,,
2024-07-17,2,,2319.415324,,,8.4927,,,,,,,,
2024-07-17,3,,2323.652856,,,8.364,,,,,,,,
2024-07-18,1,,0.0,,,0.0,,,,,,,,
2024-07-18,2,,2322.238898,,,8.462,,,,,,,,
2024-07-18,3,,2322.663085,,,8.294,,,,,,,,
2024-07-19,1,,0.0,,,0.0,,,,,,,,
2024-07-19,2,,2319.664404,,,8.4881,,,,,,,,
2024-07-19,3,,2321.250085,,,8.16,,,,,,,,
2024-07-20,1,,0.0,,,0.0,,,,,,,,
2024-07-20,2,,2320.746582,,,8.448562,,,,,,,,
2024-07-20,3,,2320.964584,,,8.409,,,,,,,,
2024-07-21,1,,0.0,,,0.0,,,,,,,,
2024-07-21,2,,2320.31635,,,8.453828,,,,,,,,
2024-07-21,3,,2326.719846,,,8.153,,,,,,,,
2024-07-22,1,,0.0,,,0.0,,,,,,,,
2024-07-22,2,,2319.878064,,,8.454406,,,,,,,,
2024-07-22,3,,2321.871609,,,8.39,,,,,,,,
2024-07-23,1,,0.0,,,0.0,,,,,,,,
2024-07-23,2,,2317.710425,,,8.4627,,,,,,,,
2024-07-23,3,,2322.014736,,,8.402,,,,,,,,
2024-07-24,1,,0.0,,,0.0,,,,,,,,
2024-07-24,2,,2319.184383,,,8.4587,,,,,,,,
2024-07-24,3,,2320.739338,,,8.436,,,,,,,,
2024-07-25,1,,0.0,,,0.0,,,,,,,,
2024-07-25,2,,2319.614526,,,8.4543,,,,,,,,
2024-07-25,3,,2321.52538,,,8.406,,,,,,,,
2024-07-26,1,,0.0,,,0.0,,,,,,,,
2024-07-26,2,,2321.429289,,,8.4482,,,,,,,,
2024-07-26,3,,2322.324515,,,8.37,,,,,,,,
2024-07-27,1,,0.0,,,0.0,,,,,,,,
2024-07-27,2,,2349.533448,,,5.7358,,,,,,,,
2024-07-27,3,,2321.751927,,,8.368,,,,,,,,
2024-07-28,1,,0.0,,,0.0,,,,,,,,
2024-07-28,2,,2323.263518,,,8.0408,,,,,,,,
2024-07-28,3,,2322.814779,,,8.326,,,,,,,,
2024-07-29,1,,0.0,,,0.0,,,,,,,,
2024-07-29,2,,2322.299893,,,8.4838,,,,,,,,
2024-07-29,3,,2321.690612,,,8.418,,,,,,,,
2024-07-30,1,,0.0,,,0.0,,,,,,,,
2024-07-30,2,,2318.007121,,,8.480624,,,,,,,,
2024-07-30,3,,2318.91454,,,8.442,,,,,,,,
2024-07-31,1,,0.0,,,0.0,,,,,,,,
2024-07-31,2,,2320.546445,,,8.47325,,,,,,,,
2024-07-31,3,,2320.832628,,,8.424,,,,,,,,
2024-08-01,1,,0.0,,,0.0,,,,,,,,
2024-08-01,2,,2325.124718,,,7.6807,,,,,,,,
2024-08-01,3,,2334.584446,,,7.132,,,,,,,,
2024-08-02,1,,0.0,,,0.0,,,,,,,,
2024-08-02,2,,2324.857147,,,7.8325,,,,,,,,
2024-08-02,3,,2328.721245,,,7.566,,,,,,,,
2024-08-03,1,,0.0,,,0.0,,,,,,,,
2024-08-03,2,,2324.748124,,,7.885813,,,,,,,,
2024-08-03,3,,2332.192773,,,7.254,,,,,,,,
2024-08-04,1,,0.0,,,0.0,,,,,,,,
2024-08-04,2,,2326.060996,,,7.8641,,,,,,,,
2024-08-04,3,,2333.145346,,,7.242,,,,,,,,
2024-08-05,1,,0.0,,,0.0,,,,,,,,
2024-08-05,2,,2318.081581,,,8.4628,,,,,,,,
2024-08-05,3,,2334.260536,,,7.458,,,,,,,,
2024-08-06,1,,0.0,,,0.0,,,,,,,,
2024-08-06,2,,2322.556739,,,8.2879,,,,,,,,
2024-08-06,3,,2327.762424,,,7.896,,,,,,,,
2024-08-07,1,,0.0,,,0.0,,,,,,,,
2024-08-07,2,,2322.927046,,,8.5321,,,,,,,,
2024-08-07,3,,2323.47552,,,8.124,,,,,,,,
2024-08-08,1,,0.0,,,0.0,,,,,,,,
2024-08-08,2,,2321.008439,,,8.457656,,,,,,,,
2024-08-08,3,,2321.84298,,,8.404,,,,,,,,
2024-08-09,1,,0.0,,,0.0,,,,,,,,
2024-08-09,2,,2322.047078,,,8.433875,,,,,,,,
2024-08-09,3,,2324.597367,,,8.226,,,,,,,,
2024-08-10,1,,0.0,,,0.0,,,,,,,,
2024-08-10,2,,2320.5079,,,8.5564,,,,,,,,
2024-08-10,3,,2327.138741,,,7.868,,,,,,,,
2024-08-11,1,,2358.8052,,,4.047,,,,,,,,
2024-08-11,2,,2333.216792,,,7.155,,,,,,,,
2024-08-11,3,,2336.989416,,,7.142,,,,,,,,
2024-08-12,1,,2340.910465,,,2.7758,,,,,,,,
2024-08-12,2,,2325.85321,,,7.8726,,,,,,,,
2024-08-12,3,,2335.936939,,,7.112,,,,,,,,
2024-08-13,1,,0.0,,,0.0,,,,,,,,
2024-08-13,2,,2317.200495,,,8.5145,,,,,,,,
2024-08-13,3,,2325.771519,,,7.996,,,,,,,,
2024-08-14,1,,0.0,,,0.0,,,,,,,,
2024-08-14,2,,2321.531338,,,8.4657,,,,,,,,
2024-08-14,3,,2322.564851,,,8.19,,,,,,,,
2024-08-15,1,,2330.343251,,,4.3262,,,,,,,,
2024-08-15,2,,2323.79833,,,7.9337,,,,,,,,
2024-08-15,3,,2328.279345,,,7.556,,,,,,,,
2024-08-16,1,,2316.844859,,,7.4956,,,,,,,,
2024-08-16,2,,2319.35274,,,8.5103,,,,,,,,
2024-08-16,3,,2322.744689,,,8.268,,,,,,,,
2024-08-17,1,,2336.589512,,,6.462084,,,,,,,,
2024-08-17,2,,2321.094528,,,8.477969,,,,,,,,
2024-08-17,3,,2321.465154,,,8.372,,,,,,,,
2024-08-18,1,,2315.571205,,,7.826098,,,,,,,,
2024-08-18,2,,2326.062457,,,7.652,,,,,,,,
2024-08-18,3,,2329.97865,,,7.396,,,,,,,,
2024-08-19,1,,2306.631226,,,8.23584,,,,,,,,
2024-08-19,2,,2326.075398,,,8.0805,,,,,,,,
2024-08-19,3,,2323.586474,,,8.048,,,,,,,,
2024-08-20,1,,2309.272561,,,7.821859,,,,,,,,
2024-08-20,2,,2329.618668,,,7.495376,,,,,,,,
2024-08-20,3,,2327.841363,,,7.692,,,,,,,,
2024-08-21,1,,2306.265716,,,8.442988,,,,,,,,
2024-08-21,2,,2318.146091,,,8.42375,,,,,,,,
2024-08-21,3,,2325.551389,,,7.806,,,,,,,,
2024-08-22,1,,2306.709601,,,8.4163,,,,,,,,
2024-08-22,2,,2317.370137,,,8.4541,,,,,,,,
2024-08-22,3,,2321.762606,,,8.046,,,,,,,,
2024-08-23,1,,2302.988036,,,8.3778,,,,,,,,
2024-08-23,2,,2320.78424,,,8.1783,,,,,,,,
2024-08-23,3,,2324.622253,,,7.93,,,,,,,,
2024-08-24,1,,2305.552148,,,8.2945,,,,,,,,
2024-08-24,2,,2326.960835,,,8.0338,,,,,,,,
2024-08-24,3,,2329.348198,,,7.768,,,,,,,,
2024-08-25,1,,2312.576231,,,7.5458,,,,,,,,
2024-08-25,2,,2334.446658,,,6.8365,,,,,,,,
2024-08-25,3,,2338.636014,,,6.746,,,,,,,,
2024-08-26,1,,2306.6243,,,8.0892,,,,,,,,
2024-08-26,2,,2327.659504,,,7.846,,,,,,,,
2024-08-26,3,,2337.279474,,,6.862,,,,,,,,
2024-08-27,1,,2320.432878,,,7.012219,,,,,,,,
2024-08-27,2,,2334.036914,,,7.091687,,,,,,,,
2024-08-27,3,,2345.505179,,,6.542,,,,,,,,
2024-08-28,1,,2308.454155,,,7.90532,,,,,,,,
2024-08-28,2,,2327.947289,,,7.7095,,,,,,,,
2024-08-28,3,,2339.335481,,,6.748,,,,,,,,
2024-08-29,1,,2312.571983,,,7.5028,,,,,,,,
2024-08-29,2,,2329.52065,,,7.2753,,,,,,,,
2024-08-29,3,,2331.483754,,,7.252,,,,,,,,
2024-08-30,1,,2305.300262,,,8.401,,,,,,,,
2024-08-30,2,,2319.0907,,,8.4136,,,,,,,,
